customer_id,tenure_months,recency_days,historical_spend,purchase_frequency,digital_engagement,email_engagement,prior_campaign_response,category_affinity,performance_affinity,lifestyle_affinity,days_since_visit,followup_eligible,primary_channel,loyalty_tier,customer_type,region,state,market_type,segment
AT-100558,44,29,163.37,1,0.714,0.586,0.276,0.501,0.762,0.589,87,False,Organic,Explorer,Returning,Midwest,OH,Urban,Performance Affinity
AT-100559,67,64,213.28,9,0.846,0.682,0.329,0.898,0.14,0.59,85,False,Retail Partner,Member,Returning,Southwest,NM,Rural,Returning Buyer
AT-100560,17,217,65.73,0,0.677,0.429,0.512,0.635,0.427,0.329,7,False,Paid Social,Member,New,Pacific Northwest,ID,Suburban,New Customer
AT-100561,5,137,190.72,3,0.547,0.465,0.195,0.467,0.145,0.772,36,False,Direct,Founders,Returning,California,CA,Rural,Lifestyle Affinity
AT-100562,64,76,98.23,13,0.503,0.285,0.688,0.211,0.455,0.441,51,False,Direct,Explorer,Returning,Northeast,PA,Urban,Returning Buyer
AT-100563,86,88,85.76,9,0.4,0.801,0.5,0.308,0.202,0.645,18,False,Retail Partner,Explorer,Returning,Midwest,OH,Suburban,Returning Buyer
AT-100564,16,206,117.01,12,0.682,0.406,0.88,0.68,0.853,0.366,7,False,Retail Partner,Member,New,Midwest,IL,Urban,New Customer
AT-100565,35,160,82.74,9,0.723,0.8,0.621,0.686,0.919,0.449,35,False,Retail Partner,Explorer,Returning,Midwest,OH,Suburban,Performance Affinity
AT-100566,60,185,277.18,9,0.334,0.135,0.122,0.506,0.498,0.832,44,False,Organic,Insider,Returning,Northeast,PA,Urban,At-Risk
AT-100567,16,146,161.16,5,0.556,0.627,0.467,0.607,0.341,0.184,28,False,Paid Social,Member,Returning,Pacific Northwest,ID,Urban,Returning Buyer
AT-100568,82,238,320.75,3,0.472,0.683,0.113,0.802,0.445,0.802,76,False,Retail Partner,Founders,Returning,Mountain West,UT,Suburban,Lifestyle Affinity
AT-100569,22,158,132.89,4,0.819,0.531,0.347,0.318,0.447,0.607,45,False,Organic,Member,New,Midwest,IL,Urban,New Customer
AT-100570,51,96,136.46,14,0.689,0.16,0.306,0.574,0.569,0.468,33,False,Direct,Explorer,Returning,Mountain West,MT,Suburban,Returning Buyer
AT-100571,33,61,672.75,17,0.622,0.402,0.207,0.863,0.288,0.361,8,False,Retail Partner,Explorer,Returning,Northeast,NY,Suburban,High-Value
AT-100572,64,12,58.2,1,0.307,0.676,0.258,0.655,0.546,0.716,84,False,Direct,Explorer,Returning,Southwest,AZ,Urban,Lifestyle Affinity
AT-100573,19,184,445.47,9,0.346,0.331,0.266,0.246,0.273,0.495,55,False,Paid Social,Founders,New,Northeast,NJ,Rural,New Customer
AT-100574,10,223,577.19,8,0.493,0.243,0.27,0.309,0.612,0.037,79,False,Paid Social,Member,New,Northeast,NJ,Suburban,New Customer
AT-100575,49,159,309.85,10,0.645,0.404,0.894,0.499,0.462,0.361,69,False,Paid Social,Member,Returning,Southwest,NV,Rural,Returning Buyer
AT-100576,83,117,143.84,4,0.835,0.71,0.373,0.622,0.331,0.589,54,False,Direct,Explorer,New,Southeast,FL,Suburban,New Customer
AT-100577,61,32,492.17,0,0.934,0.13,0.49,0.726,0.448,0.795,23,False,Paid Social,Insider,Returning,Midwest,OH,Suburban,High-Value
AT-100578,72,154,144.72,3,0.364,0.264,0.052,0.575,0.406,0.392,25,False,Direct,Explorer,Returning,Northeast,PA,Suburban,At-Risk
AT-100579,42,48,110.6,3,0.887,0.58,0.148,0.403,0.821,0.297,22,False,Retail Partner,Insider,Returning,Mountain West,CO,Rural,Performance Affinity
AT-100580,14,149,138.13,0,0.581,0.235,0.479,0.193,0.77,0.333,61,False,Direct,Insider,Returning,Southwest,NV,Suburban,At-Risk
AT-100581,41,72,121.62,6,0.933,0.478,0.339,0.322,0.519,0.246,30,False,Paid Social,Explorer,Returning,Midwest,MI,Urban,Returning Buyer
AT-100582,94,207,93.44,12,0.453,0.936,0.337,0.209,0.636,0.584,11,False,Paid Social,Member,New,Pacific Northwest,WA,Urban,New Customer
AT-100583,75,224,394.26,17,0.075,0.971,0.13,0.511,0.651,0.396,46,False,Direct,Explorer,New,Mountain West,MT,Suburban,New Customer
AT-100584,67,56,105.49,11,0.453,0.567,0.164,0.657,0.198,0.421,4,False,Direct,Member,New,Southeast,FL,Urban,New Customer
AT-100585,29,78,177.55,3,0.72,0.445,0.288,0.736,0.513,0.075,9,False,Paid Social,Founders,New,Midwest,OH,Urban,New Customer
AT-100586,57,221,65.98,6,0.145,0.784,0.628,0.644,0.753,0.752,78,False,Direct,Member,Returning,California,CA,Urban,Performance Affinity
AT-100587,60,5,185.22,5,0.881,0.416,0.296,0.351,0.091,0.544,49,False,Direct,Insider,Returning,Mountain West,UT,Suburban,Returning Buyer
AT-100588,63,124,80.71,3,0.469,0.543,0.292,0.587,0.523,0.545,22,False,Organic,Member,Returning,California,CA,Urban,Returning Buyer
AT-100589,85,34,79.33,17,0.761,0.033,0.593,0.459,0.272,0.426,59,False,Retail Partner,Explorer,New,Pacific Northwest,WA,Suburban,New Customer
AT-100590,65,104,167.92,11,0.525,0.819,0.147,0.845,0.398,0.335,33,False,Paid Social,Insider,Returning,Southeast,GA,Suburban,Returning Buyer
AT-100591,22,8,379.89,8,0.796,0.336,0.182,0.219,0.543,0.679,88,False,Organic,Member,New,Southwest,NM,Rural,New Customer
AT-100592,22,34,246.73,7,0.694,0.769,0.149,0.439,0.239,0.377,77,False,Retail Partner,Explorer,Returning,Mountain West,MT,Urban,Returning Buyer
AT-100593,59,97,258.89,5,0.481,0.233,0.431,0.814,0.464,0.231,86,False,Organic,Member,Returning,Midwest,MI,Suburban,Returning Buyer
AT-100594,83,15,165.51,7,0.492,0.363,0.579,0.906,0.305,0.279,23,False,Organic,Member,New,Pacific Northwest,WA,Suburban,New Customer
AT-100595,91,191,143.32,11,0.855,0.367,0.232,0.839,0.444,0.346,28,True,Organic,Insider,Returning,California,CA,Suburban,Returning Buyer
AT-100596,58,139,315.39,16,0.546,0.239,0.361,0.567,0.245,0.387,55,False,Organic,Explorer,New,Northeast,NJ,Suburban,New Customer
AT-100597,51,108,122.21,8,0.509,0.432,0.791,0.439,0.486,0.744,59,True,Organic,Insider,Returning,Midwest,MN,Urban,Lifestyle Affinity
AT-100598,78,113,325.09,3,0.539,0.736,0.404,0.327,0.611,0.592,12,True,Paid Social,Member,Returning,Southeast,NC,Rural,Returning Buyer
AT-100599,93,201,430.59,17,0.272,0.097,0.562,0.69,0.384,0.635,65,True,Direct,Explorer,Returning,Midwest,MN,Urban,High-Value
AT-100600,3,203,100.59,5,0.234,0.381,0.282,0.668,0.096,0.314,35,False,Paid Social,Explorer,Returning,Southwest,NM,Rural,Returning Buyer
AT-100601,30,12,111.48,1,0.91,0.586,0.091,0.781,0.453,0.657,74,False,Direct,Insider,Returning,Northeast,PA,Suburban,Lifestyle Affinity
AT-100602,32,164,123.72,9,0.232,0.476,0.372,0.678,0.525,0.274,44,False,Organic,Member,Returning,Southeast,NC,Urban,Returning Buyer
AT-100603,54,113,64.92,14,0.611,0.359,0.287,0.286,0.717,0.802,7,False,Direct,Member,Returning,Northeast,MA,Suburban,Performance Affinity
AT-100604,29,188,130.51,4,0.899,0.59,0.497,0.763,0.884,0.479,51,True,Paid Social,Explorer,Returning,Southeast,NC,Urban,Performance Affinity
AT-100605,30,189,450.8,5,0.272,0.262,0.612,0.57,0.3,0.667,11,False,Paid Social,Member,Returning,Northeast,PA,Suburban,High-Value
AT-100606,3,170,87.19,5,0.714,0.136,0.518,0.963,0.212,0.707,64,False,Organic,Insider,Returning,Southeast,FL,Suburban,At-Risk
AT-100607,1,162,458.35,14,0.565,0.872,0.233,0.602,0.473,0.435,26,False,Direct,Explorer,New,Pacific Northwest,OR,Urban,New Customer
AT-100608,43,51,133.83,17,0.467,0.579,0.037,0.423,0.404,0.313,46,False,Direct,Founders,Returning,Northeast,NY,Urban,Returning Buyer
AT-100609,95,204,796.18,15,0.512,0.097,0.17,0.837,0.104,0.403,24,False,Retail Partner,Explorer,Returning,Southwest,NV,Suburban,High-Value
AT-100610,29,168,112.47,4,0.235,0.193,0.134,0.376,0.371,0.718,12,False,Direct,Explorer,New,Midwest,IL,Urban,New Customer
AT-100611,23,66,163.89,15,0.24,0.434,0.247,0.618,0.32,0.641,70,False,Paid Social,Member,Returning,Midwest,MI,Rural,Returning Buyer
AT-100612,26,56,95.86,5,0.32,0.472,0.056,0.598,0.434,0.505,18,True,Organic,Insider,New,Southeast,TN,Suburban,New Customer
AT-100613,93,120,112.01,15,0.296,0.112,0.203,0.718,0.566,0.575,73,False,Direct,Explorer,Returning,Southeast,TN,Suburban,Returning Buyer
AT-100614,64,82,462.54,17,0.556,0.768,0.226,0.937,0.79,0.644,57,False,Paid Social,Member,Returning,California,CA,Urban,High-Value
AT-100615,63,162,252.69,12,0.092,0.158,0.209,0.532,0.354,0.972,42,False,Organic,Explorer,Returning,Northeast,NY,Suburban,At-Risk
AT-100616,18,98,372.48,17,0.502,0.12,0.338,0.265,0.624,0.226,44,False,Direct,Member,Returning,Northeast,NY,Rural,High-Value
AT-100617,86,41,72.17,2,0.711,0.351,0.417,0.288,0.478,0.235,42,False,Retail Partner,Member,New,Mountain West,CO,Urban,New Customer
AT-100618,19,95,286.68,11,0.517,0.368,0.367,0.651,0.61,0.606,38,False,Direct,Founders,New,California,CA,Urban,New Customer
AT-100619,92,195,91.83,0,0.199,0.695,0.272,0.165,0.051,0.687,46,False,Organic,Member,Returning,Pacific Northwest,OR,Urban,Lifestyle Affinity
AT-100620,91,199,71.09,11,0.955,0.592,0.415,0.714,0.099,0.63,1,False,Organic,Member,Returning,Northeast,NJ,Urban,Returning Buyer
AT-100621,54,75,214.25,6,0.777,0.663,0.417,0.213,0.549,0.844,2,True,Organic,Member,Returning,Southwest,NV,Suburban,Lifestyle Affinity
AT-100622,83,191,212.72,17,0.331,0.394,0.067,0.446,0.483,0.432,56,False,Paid Social,Explorer,Returning,Southeast,NC,Suburban,Returning Buyer
AT-100623,95,23,188.17,8,0.359,0.458,0.248,0.861,0.417,0.251,35,False,Direct,Explorer,Returning,Southwest,NV,Suburban,Returning Buyer
AT-100624,56,236,299.55,13,0.156,0.457,0.142,0.805,0.524,0.678,72,False,Retail Partner,Founders,Returning,Southeast,GA,Urban,Lifestyle Affinity
AT-100625,73,184,334.12,5,0.699,0.375,0.136,0.689,0.306,0.641,8,False,Paid Social,Explorer,Returning,Southwest,NV,Urban,Returning Buyer
AT-100626,57,10,507.15,1,0.855,0.231,0.158,0.424,0.7,0.292,10,True,Retail Partner,Insider,Returning,Northeast,MA,Urban,High-Value
AT-100627,50,169,78.79,13,0.632,0.053,0.6,0.323,0.211,0.627,11,False,Retail Partner,Explorer,New,Pacific Northwest,ID,Rural,New Customer
AT-100628,32,119,518.74,3,0.522,0.764,0.721,0.328,0.261,0.343,78,False,Retail Partner,Insider,New,Midwest,MI,Suburban,New Customer
AT-100629,63,212,676.96,13,0.199,0.194,0.254,0.411,0.292,0.713,61,False,Paid Social,Explorer,Returning,Northeast,PA,Urban,High-Value
AT-100630,26,58,140.28,8,0.842,0.448,0.215,0.288,0.781,0.329,42,False,Organic,Founders,Returning,Southeast,FL,Suburban,Performance Affinity
AT-100631,19,214,56.38,17,0.726,0.458,0.597,0.754,0.732,0.391,48,True,Organic,Member,Returning,Northeast,PA,Urban,Performance Affinity
AT-100632,27,209,68.82,6,0.513,0.463,0.61,0.576,0.707,0.553,26,True,Paid Social,Explorer,Returning,Pacific Northwest,OR,Urban,Performance Affinity
AT-100633,2,67,131.2,7,0.144,0.324,0.332,0.622,0.617,0.689,39,False,Organic,Member,Returning,Mountain West,UT,Urban,Lifestyle Affinity
AT-100634,89,104,742.41,13,0.117,0.593,0.37,0.888,0.385,0.674,29,False,Paid Social,Member,Returning,Pacific Northwest,OR,Rural,High-Value
AT-100635,25,154,183.45,14,0.833,0.759,0.535,0.577,0.405,0.368,68,False,Direct,Explorer,Returning,Pacific Northwest,OR,Suburban,Returning Buyer
AT-100636,76,58,117.68,2,0.637,0.652,0.65,0.826,0.184,0.543,69,True,Retail Partner,Explorer,Returning,Midwest,IL,Suburban,Returning Buyer
AT-100637,42,239,112.19,13,0.494,0.624,0.498,0.382,0.107,0.7,52,False,Direct,Insider,New,Northeast,MA,Urban,New Customer
AT-100638,33,46,71.82,8,0.555,0.137,0.145,0.986,0.441,0.807,20,True,Retail Partner,Insider,Returning,Northeast,PA,Urban,Lifestyle Affinity
AT-100639,22,59,334.35,17,0.323,0.79,0.649,0.578,0.505,0.252,23,False,Direct,Explorer,Returning,Southeast,TN,Suburban,Returning Buyer
AT-100640,78,120,169.96,11,0.435,0.512,0.108,0.52,0.804,0.606,34,True,Direct,Insider,Returning,Northeast,NY,Urban,Performance Affinity
AT-100641,49,114,788.3,13,0.216,0.702,0.576,0.797,0.093,0.578,59,False,Retail Partner,Explorer,New,Northeast,NY,Rural,New Customer
AT-100642,43,12,281.39,6,0.573,0.379,0.277,0.222,0.425,0.849,79,False,Retail Partner,Explorer,Returning,Pacific Northwest,OR,Suburban,Lifestyle Affinity
AT-100643,63,218,324.07,5,0.65,0.947,0.159,0.94,0.197,0.548,25,False,Paid Social,Member,Returning,California,CA,Suburban,Returning Buyer
AT-100644,77,58,153.01,14,0.215,0.541,0.344,0.712,0.317,0.775,71,False,Retail Partner,Explorer,Returning,Midwest,OH,Suburban,Lifestyle Affinity
AT-100645,63,25,84.46,0,0.018,0.239,0.443,0.322,0.462,0.975,9,False,Direct,Explorer,Returning,Northeast,NY,Rural,Lifestyle Affinity
AT-100646,45,125,98.35,10,0.661,0.154,0.305,0.696,0.55,0.551,12,False,Retail Partner,Member,New,Pacific Northwest,WA,Suburban,New Customer
AT-100647,85,222,69.51,17,0.548,0.1,0.671,0.56,0.217,0.333,85,False,Organic,Explorer,Returning,Southwest,AZ,Suburban,At-Risk
AT-100648,86,1,342.84,17,0.45,0.578,0.872,0.581,0.548,0.268,29,True,Paid Social,Explorer,New,Midwest,IL,Rural,New Customer
AT-100649,92,117,138.46,12,0.7,0.398,0.419,0.586,0.467,0.522,75,False,Organic,Insider,Returning,Pacific Northwest,WA,Urban,Returning Buyer
AT-100650,9,218,353.1,8,0.672,0.683,0.182,0.692,0.464,0.839,32,True,Direct,Member,Returning,Southwest,NV,Rural,High-Value
AT-100651,85,214,199.37,14,0.397,0.691,0.266,0.461,0.233,0.521,49,False,Paid Social,Insider,Returning,Southeast,TN,Urban,Returning Buyer
AT-100652,19,41,147.68,0,0.404,0.358,0.081,0.69,0.252,0.763,1,False,Paid Social,Member,Returning,Midwest,MN,Suburban,Lifestyle Affinity
AT-100653,59,149,79.94,14,0.585,0.155,0.528,0.093,0.461,0.174,8,False,Direct,Member,Returning,California,CA,Suburban,At-Risk
AT-100654,63,200,223.89,3,0.691,0.778,0.112,0.569,0.371,0.249,86,True,Retail Partner,Explorer,Returning,Northeast,NY,Suburban,Returning Buyer
AT-100655,20,161,155.55,13,0.591,0.356,0.072,0.841,0.388,0.385,38,False,Paid Social,Insider,Returning,Mountain West,MT,Suburban,Returning Buyer
AT-100656,1,158,340.88,6,0.266,0.648,0.253,0.239,0.409,0.416,68,False,Direct,Explorer,Returning,Northeast,MA,Suburban,Returning Buyer
AT-100657,90,185,109.86,13,0.172,0.277,0.203,0.771,0.333,0.884,51,False,Paid Social,Explorer,Returning,California,CA,Urban,At-Risk
AT-100658,85,109,279.02,10,0.646,0.145,0.087,0.875,0.519,0.422,60,False,Direct,Insider,Returning,Midwest,IL,Urban,Returning Buyer
AT-100659,17,17,571.69,16,0.506,0.49,0.411,0.464,0.411,0.73,29,False,Direct,Insider,Returning,Mountain West,CO,Urban,High-Value
AT-100660,58,153,219.38,14,0.545,0.418,0.317,0.61,0.454,0.475,85,False,Paid Social,Member,Returning,California,CA,Suburban,Returning Buyer
AT-100661,15,151,314.1,16,0.112,0.513,0.333,0.664,0.312,0.539,17,True,Direct,Explorer,Returning,Southeast,FL,Suburban,Returning Buyer
AT-100662,54,204,270.51,2,0.57,0.247,0.508,0.278,0.258,0.415,65,False,Direct,Explorer,New,California,CA,Urban,New Customer
AT-100663,31,221,684.48,6,0.302,0.377,0.247,0.893,0.693,0.479,45,False,Paid Social,Member,Returning,Pacific Northwest,ID,Rural,High-Value
AT-100664,72,81,235.12,7,0.844,0.831,0.337,0.504,0.72,0.781,48,False,Direct,Insider,Returning,Mountain West,UT,Urban,Performance Affinity
AT-100665,55,229,295.89,0,0.356,0.812,0.262,0.813,0.266,0.383,79,False,Retail Partner,Member,Returning,Northeast,MA,Suburban,Returning Buyer
AT-100666,48,3,176.73,0,0.281,0.427,0.145,0.808,0.365,0.422,1,False,Paid Social,Explorer,Returning,Northeast,MA,Urban,Returning Buyer
AT-100667,65,232,105.42,0,0.789,0.119,0.423,0.665,0.692,0.545,28,True,Direct,Explorer,Returning,Southeast,TN,Urban,At-Risk
AT-100668,46,33,77.81,13,0.134,0.397,0.618,0.895,0.515,0.188,70,False,Paid Social,Member,Returning,California,CA,Suburban,Returning Buyer
AT-100669,2,155,440.03,8,0.252,0.605,0.427,0.836,0.731,0.179,78,False,Direct,Member,Returning,Southwest,NV,Suburban,High-Value
AT-100670,57,164,89.49,13,0.9,0.685,0.589,0.629,0.354,0.355,83,False,Paid Social,Explorer,Returning,California,CA,Urban,Returning Buyer
AT-100671,74,152,305.55,15,0.448,0.418,0.144,0.592,0.691,0.796,34,False,Direct,Explorer,Returning,Midwest,OH,Rural,Performance Affinity
AT-100672,47,237,242.55,0,0.772,0.574,0.302,0.752,0.328,0.307,36,True,Retail Partner,Explorer,Returning,Southeast,FL,Rural,Returning Buyer
AT-100673,17,133,344.62,15,0.153,0.36,0.252,0.664,0.567,0.445,25,False,Direct,Explorer,Returning,Northeast,PA,Suburban,High-Value
AT-100674,1,32,126.43,4,0.329,0.292,0.787,0.594,0.528,0.709,34,False,Paid Social,Member,New,Midwest,MI,Rural,New Customer
AT-100675,29,146,104.22,7,0.378,0.717,0.237,0.687,0.717,0.404,77,True,Direct,Explorer,New,Mountain West,UT,Rural,New Customer
AT-100676,73,70,236.24,17,0.42,0.986,0.334,0.349,0.795,0.321,32,False,Direct,Member,Returning,Southeast,TN,Urban,Performance Affinity
AT-100677,31,147,147.73,5,0.477,0.842,0.526,0.758,0.452,0.77,8,True,Organic,Insider,Returning,Southwest,AZ,Suburban,Lifestyle Affinity
AT-100678,91,91,76.58,16,0.748,0.409,0.38,0.456,0.189,0.9,89,False,Paid Social,Founders,New,California,CA,Suburban,New Customer
AT-100679,32,11,704.13,9,0.115,0.595,0.216,0.716,0.824,0.335,68,False,Retail Partner,Founders,Returning,Mountain West,MT,Urban,High-Value
AT-100680,41,153,104.17,0,0.1,0.138,0.306,0.64,0.137,0.255,12,False,Direct,Explorer,Returning,Pacific Northwest,ID,Urban,At-Risk
AT-100681,73,22,90.42,14,0.371,0.385,0.108,0.646,0.49,0.839,42,False,Direct,Explorer,Returning,California,CA,Urban,Lifestyle Affinity
AT-100682,59,79,153.01,0,0.416,0.301,0.02,0.706,0.352,0.689,69,False,Organic,Explorer,Returning,Pacific Northwest,ID,Suburban,Lifestyle Affinity
AT-100683,4,149,435.72,11,0.963,0.616,0.25,0.847,0.481,0.647,7,False,Organic,Insider,Returning,Southwest,NV,Suburban,High-Value
AT-100684,8,211,39.78,8,0.742,0.3,0.292,0.561,0.275,0.691,20,False,Retail Partner,Explorer,New,Midwest,OH,Suburban,New Customer
AT-100685,19,76,411.13,2,0.933,0.382,0.171,0.411,0.507,0.592,60,False,Retail Partner,Member,New,Mountain West,CO,Urban,New Customer
AT-100686,83,72,95.77,9,0.537,0.513,0.61,0.579,0.537,0.13,67,False,Retail Partner,Explorer,Returning,Southwest,NM,Urban,Returning Buyer
AT-100687,3,73,218.15,6,0.921,0.134,0.296,0.462,0.566,0.193,33,False,Direct,Explorer,Returning,Southeast,NC,Suburban,Returning Buyer
AT-100688,7,138,112.93,1,0.924,0.407,0.065,0.629,0.648,0.885,3,False,Organic,Insider,Returning,Northeast,NY,Suburban,Lifestyle Affinity
AT-100689,74,47,730.95,9,0.627,0.21,0.247,0.444,0.284,0.32,68,False,Paid Social,Member,New,Midwest,IL,Rural,New Customer
AT-100690,60,126,197.8,0,0.247,0.402,0.127,0.811,0.898,0.813,65,False,Organic,Member,Returning,California,CA,Rural,Performance Affinity
AT-100691,94,192,110.42,9,0.129,0.674,0.436,0.107,0.597,0.558,46,False,Paid Social,Insider,Returning,Southeast,FL,Rural,Returning Buyer
AT-100692,21,20,146.82,4,0.66,0.315,0.606,0.226,0.277,0.829,23,False,Direct,Explorer,Returning,California,CA,Rural,Lifestyle Affinity
AT-100693,63,231,193.01,14,0.422,0.515,0.179,0.534,0.637,0.489,72,False,Organic,Explorer,Returning,Mountain West,UT,Rural,Returning Buyer
AT-100694,13,128,205.28,17,0.494,0.353,0.285,0.389,0.07,0.28,62,False,Retail Partner,Member,New,Southeast,GA,Suburban,New Customer
AT-100695,57,151,246.44,16,0.328,0.116,0.314,0.571,0.483,0.942,2,False,Direct,Member,Returning,Midwest,MI,Urban,At-Risk
AT-100696,11,148,181.09,16,0.862,0.485,0.532,0.496,0.782,0.417,74,False,Retail Partner,Member,Returning,Northeast,NY,Urban,Performance Affinity
AT-100697,87,226,69.13,1,0.58,0.306,0.405,0.369,0.122,0.085,43,False,Organic,Explorer,Returning,Midwest,MI,Urban,At-Risk
AT-100698,40,159,142.85,9,0.336,0.202,0.309,0.505,0.485,0.507,62,False,Direct,Founders,Returning,Midwest,OH,Urban,At-Risk
AT-100699,25,212,277.18,4,0.437,0.156,0.222,0.513,0.602,0.752,45,False,Direct,Explorer,Returning,California,CA,Urban,At-Risk
AT-100700,94,69,113.42,1,0.508,0.471,0.243,0.463,0.159,0.465,8,True,Direct,Member,Returning,California,CA,Rural,Returning Buyer
AT-100701,7,53,290.31,7,0.499,0.826,0.158,0.551,0.256,0.501,76,False,Paid Social,Member,Returning,Mountain West,UT,Urban,Returning Buyer
AT-100702,76,154,185.34,7,0.856,0.855,0.105,0.695,0.303,0.597,78,False,Direct,Founders,Returning,California,CA,Rural,Returning Buyer
AT-100703,49,37,155.65,5,0.412,0.318,0.285,0.32,0.121,0.525,77,False,Paid Social,Member,Returning,Southeast,FL,Suburban,Returning Buyer
AT-100704,66,27,418.18,2,0.484,0.213,0.803,0.543,0.587,0.541,48,True,Retail Partner,Founders,Returning,California,CA,Suburban,High-Value
AT-100705,25,51,53.69,7,0.238,0.594,0.83,0.44,0.275,0.461,43,False,Organic,Explorer,Returning,Midwest,OH,Suburban,Returning Buyer
AT-100706,84,65,112.99,2,0.228,0.523,0.328,0.659,0.449,0.324,20,True,Direct,Member,Returning,Northeast,NY,Urban,Returning Buyer
AT-100707,43,23,429.53,0,0.684,0.511,0.514,0.602,0.107,0.679,24,False,Organic,Insider,New,Northeast,PA,Suburban,New Customer
AT-100708,40,175,652.65,8,0.949,0.828,0.399,0.675,0.513,0.734,14,True,Paid Social,Member,Returning,Southwest,NM,Urban,High-Value
AT-100709,44,140,898.02,1,0.727,0.711,0.649,0.748,0.16,0.376,39,False,Paid Social,Member,New,Southwest,AZ,Rural,New Customer
AT-100710,29,48,187.78,17,0.762,0.461,0.412,0.642,0.874,0.545,58,False,Direct,Founders,New,Southeast,TN,Urban,New Customer
AT-100711,31,68,249.77,15,0.598,0.414,0.165,0.818,0.26,0.599,65,False,Paid Social,Explorer,Returning,Midwest,OH,Urban,Returning Buyer
AT-100712,14,223,321.24,16,0.318,0.329,0.198,0.693,0.596,0.781,35,False,Organic,Member,Returning,Northeast,NY,Suburban,At-Risk
AT-100713,47,219,442.55,1,0.393,0.236,0.136,0.833,0.421,0.821,6,False,Organic,Insider,Returning,Southeast,NC,Suburban,High-Value
AT-100714,46,30,225.69,8,0.495,0.865,0.225,0.522,0.615,0.369,81,False,Direct,Insider,Returning,Northeast,MA,Suburban,Returning Buyer
AT-100715,37,147,346.65,14,0.838,0.514,0.613,0.767,0.746,0.354,87,False,Retail Partner,Founders,Returning,California,CA,Suburban,High-Value
AT-100716,94,78,250.1,10,0.435,0.452,0.292,0.867,0.15,0.604,62,False,Direct,Insider,Returning,Midwest,MI,Urban,Returning Buyer
